year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,2444,3,22,0,2,High School,Other,Male,Pacific,NA,Catholic,Never Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Very Happy,5-10 Partners,Not Legal,Aquarius,1,1.4354902672356584,NA,Age 18-35,Age 18-34,2,0,Catholic,West,4+,1
2016,2445,3,21,0,5,High School,Other,Female,Pacific,$5 000 to 5 999,Buddhism,Never Married,NA,Graduate,Not Str Democrat,Liberal,Pretty Happy,No Partners,Not Legal,Gemini,NA,1.5643633629752385,Gt $0,Age 18-35,Age 18-34,5,0,Other,West,0,NA
2016,2446,3,58,0,1,Graduate,White,Female,Pacific,$90000 to $109999,Buddhism,Married,Graduate,Graduate,Strong Democrat,Liberal,Very Happy,1 Partner,Legal,Aries,1,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,1,0,Other,West,1,1
2016,2447,2,24,0,2,Junior College,White,Female,Pacific,$10000 to 12499,None,Never Married,NA,Junior College,"Ind,near Dem",Liberal,Pretty Happy,4 Partners,Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 18-35,Age 18-34,2,0,None,West,4+,NA
2016,2448,1,23,0,3,High School,White,Male,Pacific,NA,None,Never Married,High School,Bachelor,"Ind,near Dem",Moderate,Pretty Happy,NA,NA,Scorpio,NA,1.4354902672356584,NA,Age 18-35,Age 18-34,3,0,None,West,NA,NA
2016,2449,2,53,2,4,Junior College,White,Female,Pacific,$110000 to $129999,Protestant,Married,High School,High School,Not Str Republican,Extremely Conservative,Pretty Happy,1 Partner,Legal,Aquarius,2,0.956993511490439,Gt $110000,Age 45-55,Age 49-62,4,2,Protestant,West,1,0
2016,2450,1,70,2,2,High School,White,Male,Pacific,$110000 to $129999,Protestant,Married,Lt High School,High School,Strong Republican,Extremely Conservative,Very Happy,NA,NA,NA,2,0.956993511490439,Gt $110000,Age 65+,Age 62+,2,2,Protestant,West,NA,0
2016,2451,3,45,0,7,Lt High School,White,Male,Pacific,$12500 to 14999,Other,Never Married,Lt High School,High School,Other Party,Moderate,Pretty Happy,No Partners,Legal,Cancer,NA,1.913987022980878,Gt $10000,Age 35-45,Age 34-49,6+,0,Other,West,0,NA
2016,2452,2,72,3,1,High School,White,Male,Pacific,$50000 to 59999,None,Married,High School,High School,Other Party,Extremely Liberal,Pretty Happy,1 Partner,Legal,Taurus,1,1.5643633629752385,Gt $50000,Age 65+,Age 62+,1,3,None,West,1,1
2016,2453,1,23,0,2,High School,White,Male,Pacific,$10000 to 12499,Protestant,Never Married,Bachelor,High School,NA,Slightly Liberal,Pretty Happy,NA,NA,Virgo,2,1.913987022980878,Gt $10000,Age 18-35,Age 18-34,2,0,Protestant,West,NA,0
2016,2454,2,19,0,2,High School,White,Male,Pacific,$40000 to 49999,Protestant,Never Married,High School,High School,"Ind,near Rep",Slightly Conservative,Pretty Happy,No Partners,Not Legal,Gemini,NA,1.4354902672356584,Gt $40000,Age 18-35,Age 18-34,2,0,Protestant,West,0,NA
2016,2455,1,70,3,1,High School,White,Male,Pacific,$25000 to 29999,Protestant,Divorced,Lt High School,High School,Other Party,Moderate,Pretty Happy,NA,NA,Libra,NA,0.4784967557452195,Gt $25000,Age 65+,Age 62+,1,3,Protestant,West,NA,NA
2016,2456,2,53,0,1,Junior College,White,Male,Pacific,$60000 to 74999,None,Never Married,NA,High School,"Ind,near Rep",Slightly Liberal,Pretty Happy,1 Partner,Legal,Libra,2,0.956993511490439,Gt $60000,Age 45-55,Age 49-62,1,0,None,West,1,0
2016,2457,3,85,0,5,Lt High School,White,Male,Pacific,$15000 to 17499,None,Divorced,Lt High School,Lt High School,Not Str Republican,Conservative,Not Too Happy,NA,Legal,Leo,2,0.956993511490439,Gt $15000,Age 65+,Age 62+,5,0,None,West,NA,0
2016,2458,2,57,2,3,High School,White,Female,Pacific,$150000 to $169999,Protestant,Married,High School,Lt High School,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,NA,Aries,2,1.5643633629752385,Gt $150000,Age 55-65,Age 49-62,3,2,Protestant,West,1,0
2016,2459,3,62,0,43,High School,White,Female,Pacific,NA,Protestant,Married,NA,Graduate,Independent,Moderate,Pretty Happy,1 Partner,Legal,Cancer,NA,0.956993511490439,NA,Age 55-65,Age 49-62,6+,0,Protestant,West,1,NA
2016,2460,2,64,2,5,Junior College,White,Female,Pacific,$10000 to 12499,None,Divorced,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,No Partners,Legal,Virgo,NA,0.4784967557452195,Gt $10000,Age 55-65,Age 62+,5,2,None,West,0,NA
2016,2461,2,62,1,4,High School,White,Female,Pacific,$60000 to 74999,None,Married,NA,High School,"Ind,near Rep",Moderate,Very Happy,1 Partner,Legal,Leo,2,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,4,1,None,West,1,0
2016,2462,3,51,0,3,High School,White,Female,Pacific,$75000 to $89999,Protestant,Separated,High School,High School,"Ind,near Rep",Extremely Conservative,Very Happy,NA,Legal,Scorpio,2,0.7821816814876192,Gt $75000,Age 45-55,Age 49-62,3,0,Protestant,West,NA,0
2016,2463,2,36,2,4,Graduate,White,Female,Pacific,$110000 to $129999,Protestant,Married,High School,High School,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Not Legal,Scorpio,2,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,4,2,Protestant,West,1,0
2016,2464,3,20,0,2,High School,White,Female,Pacific,$25000 to 29999,None,Never Married,NA,High School,Strong Democrat,Extremely Liberal,Pretty Happy,No Partners,Legal,Aries,NA,1.913987022980878,Gt $25000,Age 18-35,Age 18-34,2,0,None,West,0,NA
2016,2465,1,26,1,4,High School,White,Male,Pacific,$10000 to 12499,Christian,Never Married,NA,High School,Not Str Democrat,Slightly Liberal,Not Too Happy,NA,NA,Gemini,2,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,4,1,Other,West,NA,0
2016,2466,2,64,0,1,High School,White,Male,Pacific,$12500 to 14999,None,Never Married,High School,Lt High School,"Ind,near Rep",Slightly Conservative,Pretty Happy,2 Partners,Not Legal,Leo,NA,0.4784967557452195,Gt $10000,Age 55-65,Age 62+,1,0,None,West,2,NA
2016,2467,1,46,0,3,Graduate,White,Female,Pacific,$90000 to $109999,None,Never Married,High School,Junior College,"Ind,near Rep",Liberal,Very Happy,NA,NA,Virgo,2,0.4784967557452195,Gt $90000,Age 45-55,Age 34-49,3,0,None,West,NA,0
2016,2468,3,25,0,6,High School,White,Female,Pacific,$22500 to 24999,None,Married,Bachelor,NA,Not Str Democrat,Slightly Liberal,Very Happy,1 Partner,Legal,Capricorn,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,6+,0,None,West,1,NA
2016,2469,1,69,1,2,Bachelor,White,Male,Pacific,$40000 to 49999,Catholic,Divorced,High School,High School,Other Party,Liberal,Pretty Happy,NA,NA,Gemini,1,0.4784967557452195,Gt $40000,Age 65+,Age 62+,2,1,Catholic,West,NA,1
2016,2470,1,62,2,2,High School,White,Female,Pacific,NA,Protestant,Divorced,NA,High School,Not Str Democrat,Extremely Liberal,Very Happy,NA,NA,Aries,NA,0.4784967557452195,NA,Age 55-65,Age 49-62,2,2,Protestant,West,NA,NA
2016,2471,1,65,4,6,Lt High School,Other,Female,Pacific,$75000 to $89999,Catholic,Widowed,NA,NA,"Ind,near Dem",Liberal,Very Happy,NA,NA,Taurus,NA,0.4784967557452195,Gt $75000,Age 55-65,Age 62+,6+,4+,Catholic,West,NA,NA
2016,2472,2,26,0,2,Bachelor,White,Male,Pacific,$60000 to 74999,Protestant,Never Married,Bachelor,Bachelor,Other Party,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,NA,2,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,2,0,Protestant,West,1,0
2016,2473,3,25,0,5,High School,White,Male,Pacific,$25000 to 29999,None,Never Married,NA,High School,"Ind,near Dem",Liberal,Pretty Happy,2 Partners,Legal,Capricorn,NA,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,5,0,None,West,2,NA
2016,2474,2,26,0,1,High School,White,Male,Pacific,$8 000 to 9 999,None,Never Married,Bachelor,Bachelor,Not Str Democrat,Slightly Liberal,Pretty Happy,2 Partners,NA,Capricorn,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,1,0,None,West,2,NA
2016,2475,1,55,4,4,High School,Black,Male,Pacific,$22500 to 24999,Protestant,Divorced,NA,NA,Not Str Democrat,Slightly Liberal,Pretty Happy,NA,NA,Virgo,1,1.4354902672356584,Gt $20000,Age 45-55,Age 49-62,4,4+,Protestant,West,NA,1
2016,2476,2,34,0,1,High School,White,Male,Pacific,$20000 to 22499,Protestant,Never Married,NA,High School,Not Str Democrat,Moderate,Pretty Happy,1 Partner,Legal,Libra,NA,0.4784967557452195,Gt $20000,Age 18-35,Age 18-34,1,0,Protestant,West,1,NA
2016,2477,1,39,2,1,Bachelor,White,Female,Pacific,$150000 to $169999,None,Married,High School,High School,Not Str Democrat,Liberal,Pretty Happy,NA,NA,Pisces,1,1.5643633629752385,Gt $150000,Age 35-45,Age 34-49,1,2,None,West,NA,1
2016,2478,2,61,0,3,Graduate,White,Male,Pacific,$170000 or over,Buddhism,Married,High School,High School,Strong Democrat,Extremely Liberal,Pretty Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,3,0,Other,West,1,1
2016,2479,1,48,0,4,High School,White,Male,Pacific,$50000 to 59999,None,Divorced,Lt High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Taurus,1,1.5643633629752385,Gt $50000,Age 45-55,Age 34-49,4,0,None,West,NA,1
2016,2480,3,46,4,12,Lt High School,White,Female,Pacific,$20000 to 22499,Protestant,Married,NA,High School,Not Str Republican,Conservative,Pretty Happy,No Partners,Not Legal,Cancer,NA,0.4784967557452195,Gt $20000,Age 45-55,Age 34-49,6+,4+,Protestant,West,0,NA
2016,2481,1,73,1,5,High School,White,Male,Pacific,$90000 to $109999,Protestant,Married,High School,High School,Not Str Democrat,Conservative,Very Happy,NA,NA,Libra,2,0.956993511490439,Gt $90000,Age 65+,Age 62+,5,1,Protestant,West,NA,0
2016,2482,2,83,5,2,High School,White,Female,Pacific,$25000 to 29999,Protestant,Widowed,Lt High School,Lt High School,Other Party,Slightly Conservative,Pretty Happy,No Partners,Legal,Aquarius,2,0.956993511490439,Gt $25000,Age 65+,Age 62+,2,4+,Protestant,West,0,0
2016,2483,1,78,4,8,High School,Other,Male,Pacific,$30000 to 34999,Catholic,Widowed,Lt High School,Lt High School,Strong Democrat,NA,Pretty Happy,NA,NA,Libra,1,0.7821816814876192,Gt $30000,Age 65+,Age 62+,6+,4+,Catholic,West,NA,1
2016,2484,3,56,0,7,High School,White,Male,Pacific,$110000 to $129999,Protestant,Married,High School,High School,"Ind,near Rep",Conservative,Pretty Happy,1 Partner,Not Legal,Aquarius,2,0.956993511490439,Gt $110000,Age 55-65,Age 49-62,6+,0,Protestant,West,1,0
2016,2485,2,61,2,3,High School,White,Male,Pacific,$12500 to 14999,Protestant,Divorced,High School,High School,Not Str Republican,Slightly Conservative,Not Too Happy,1 Partner,Legal,Pisces,2,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,3,2,Protestant,West,1,0
2016,2486,3,50,0,2,High School,White,Female,Pacific,$170000 or over,Protestant,Married,Bachelor,High School,Strong Republican,Slightly Conservative,Very Happy,1 Partner,Not Legal,Scorpio,2,0.956993511490439,Gt $170000,Age 45-55,Age 49-62,2,0,Protestant,West,1,0
2016,2487,1,57,2,1,High School,White,Female,Pacific,$20000 to 22499,Protestant,Widowed,Graduate,Junior College,Independent,Moderate,Not Too Happy,NA,NA,Capricorn,NA,0.956993511490439,Gt $20000,Age 55-65,Age 49-62,1,2,Protestant,West,NA,NA
2016,2488,2,78,4,2,Lt High School,White,Male,Pacific,$40000 to 49999,Catholic,Married,High School,NA,Strong Democrat,Moderate,Pretty Happy,1 Partner,Legal,Pisces,1,1.5643633629752385,Gt $40000,Age 65+,Age 62+,2,4+,Catholic,West,1,1
2016,2489,1,31,0,3,High School,White,Female,Pacific,$22500 to 24999,Protestant,Married,High School,Bachelor,Independent,Slightly Liberal,Pretty Happy,NA,NA,Virgo,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,3,0,Protestant,West,NA,NA
2016,2490,3,73,0,1,Bachelor,White,Male,Pacific,$60000 to 74999,Buddhism,Divorced,Bachelor,Bachelor,"Ind,near Dem",Moderate,Very Happy,No Partners,Legal,Taurus,1,0.4784967557452195,Gt $60000,Age 65+,Age 62+,1,0,Other,West,0,1
2016,2491,3,67,1,1,Junior College,White,Male,Pacific,$40000 to 49999,Protestant,Married,Lt High School,Lt High School,"Ind,near Rep",Slightly Conservative,Pretty Happy,1 Partner,Legal,Virgo,2,1.5643633629752385,Gt $40000,Age 65+,Age 62+,1,1,Protestant,West,1,0
2016,2492,1,81,8,5,Lt High School,White,Male,Pacific,$10000 to 12499,Protestant,Widowed,Lt High School,Lt High School,"Ind,near Rep",Slightly Conservative,Very Happy,NA,NA,Pisces,NA,0.7821816814876192,Gt $10000,Age 65+,Age 62+,5,4+,Protestant,West,NA,NA
2016,2493,3,71,2,3,Graduate,White,Female,Pacific,$40000 to 49999,Buddhism,Widowed,Lt High School,High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Libra,1,0.4784967557452195,Gt $40000,Age 65+,Age 62+,3,2,Other,West,0,1
2016,2494,3,55,2,3,High School,White,Female,Pacific,$3 000 to 3 999,Protestant,Widowed,NA,Lt High School,Not Str Democrat,Conservative,Not Too Happy,No Partners,Not Legal,Pisces,1,0.4784967557452195,Gt $0,Age 45-55,Age 49-62,3,2,Protestant,West,0,1
2016,2495,2,58,0,6,High School,White,Male,Pacific,$30000 to 34999,Protestant,Divorced,High School,High School,Independent,Moderate,Pretty Happy,4 Partners,Legal,Sagittarius,3,0.4784967557452195,Gt $30000,Age 55-65,Age 49-62,6+,0,Protestant,West,4+,0
2016,2496,1,37,8,2,High School,White,Female,Pacific,$25000 to 29999,Protestant,Married,High School,High School,Strong Republican,Conservative,Pretty Happy,NA,NA,Leo,NA,0.956993511490439,Gt $25000,Age 35-45,Age 34-49,2,4+,Protestant,West,NA,NA
2016,2497,3,43,3,10,Lt High School,White,Female,Pacific,$30000 to 34999,Catholic,Married,Lt High School,Lt High School,"Ind,near Dem",Slightly Liberal,Very Happy,1 Partner,Not Legal,Aries,NA,1.4354902672356584,Gt $30000,Age 35-45,Age 34-49,6+,3,Catholic,West,1,NA
2016,2498,2,46,2,4,High School,Other,Female,Pacific,NA,Catholic,Married,Lt High School,High School,"Ind,near Rep",Conservative,Very Happy,1 Partner,Legal,Libra,2,0.956993511490439,NA,Age 45-55,Age 34-49,4,2,Catholic,West,1,0
2016,2499,1,42,4,2,High School,White,Male,Pacific,$50000 to 59999,Protestant,Married,High School,High School,"Ind,near Rep",Extremely Conservative,Pretty Happy,NA,NA,Scorpio,2,1.5643633629752385,Gt $50000,Age 35-45,Age 34-49,2,4+,Protestant,West,NA,0
2016,2500,2,45,2,5,High School,White,Female,Pacific,$60000 to 74999,Protestant,Married,High School,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Not Legal,Libra,2,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,5,2,Protestant,West,1,0
2016,2501,1,49,2,2,High School,White,Female,Pacific,$170000 or over,Catholic,Married,NA,Lt High School,Not Str Democrat,Moderate,Not Too Happy,NA,NA,Cancer,1,1.4354902672356584,Gt $170000,Age 45-55,Age 34-49,2,2,Catholic,West,NA,1
2016,2502,3,50,0,4,Bachelor,Black,Female,Pacific,$50000 to 59999,Protestant,Divorced,Bachelor,Bachelor,Strong Democrat,Liberal,Pretty Happy,5-10 Partners,Legal,Capricorn,1,0.4784967557452195,Gt $50000,Age 45-55,Age 49-62,4,0,Protestant,West,4+,1
2016,2503,2,76,6,11,Lt High School,Other,Male,Pacific,$40000 to 49999,None,Widowed,Lt High School,Lt High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Not Legal,Aquarius,1,0.7821816814876192,Gt $40000,Age 65+,Age 62+,6+,4+,None,West,0,1
2016,2504,2,63,3,4,Lt High School,White,Female,Mountain,$22500 to 24999,Protestant,Divorced,NA,High School,Not Str Democrat,Slightly Liberal,Pretty Happy,1 Partner,Not Legal,Sagittarius,1,0.956993511490439,Gt $20000,Age 55-65,Age 62+,4,3,Protestant,West,1,1
2016,2505,1,28,0,6,High School,White,Female,Mountain,$12500 to 14999,Protestant,Married,NA,High School,Not Str Republican,Moderate,Pretty Happy,NA,NA,Taurus,2,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,6+,0,Protestant,West,NA,0
2016,2506,3,51,1,3,High School,White,Female,Mountain,$5 000 to 5 999,Protestant,Married,NA,NA,Independent,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,1,0.956993511490439,Gt $0,Age 45-55,Age 49-62,3,1,Protestant,West,1,1
2016,2507,2,35,3,1,Lt High School,White,Male,Mountain,$15000 to 17499,None,Married,NA,High School,"Ind,near Dem",Extremely Liberal,Very Happy,1 Partner,Legal,Virgo,1,0.956993511490439,Gt $15000,Age 18-35,Age 34-49,1,3,None,West,1,1
2016,2508,1,54,0,3,High School,White,Male,Mountain,$50000 to 59999,Catholic,Married,High School,High School,"Ind,near Dem",Moderate,Very Happy,NA,NA,Scorpio,NA,0.956993511490439,Gt $50000,Age 45-55,Age 49-62,3,0,Catholic,West,NA,NA
2016,2509,3,27,3,2,High School,White,Female,Mountain,$15000 to 17499,None,Separated,Junior College,Bachelor,Independent,Slightly Conservative,Not Too Happy,1 Partner,Legal,Taurus,1,0.4784967557452195,Gt $15000,Age 18-35,Age 18-34,2,3,None,West,1,1
2016,2510,1,55,5,8,Lt High School,White,Female,Mountain,$20000 to 22499,Protestant,Married,High School,High School,"Ind,near Dem",Slightly Conservative,Not Too Happy,NA,NA,Cancer,1,1.5643633629752385,Gt $20000,Age 45-55,Age 49-62,6+,4+,Protestant,West,NA,1
2016,2511,3,57,2,8,High School,White,Female,Mountain,$22500 to 24999,Protestant,Married,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,1 Partner,Legal,Scorpio,1,1.4354902672356584,Gt $20000,Age 55-65,Age 49-62,6+,2,Protestant,West,1,1
2016,2512,2,44,0,8,High School,White,Female,Mountain,$60000 to 74999,Catholic,Married,Lt High School,High School,Strong Democrat,Liberal,Very Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,6+,0,Catholic,West,1,1
2016,2513,1,27,2,4,High School,White,Female,Mountain,$25000 to 29999,None,Never Married,High School,NA,Not Str Democrat,Liberal,Pretty Happy,NA,NA,Libra,NA,0.4784967557452195,Gt $25000,Age 18-35,Age 18-34,4,2,None,West,NA,NA
2016,2514,3,35,3,0,Junior College,White,Male,Mountain,$75000 to $89999,Protestant,Divorced,Junior College,High School,Strong Republican,Moderate,Pretty Happy,3 Partners,Not Legal,Sagittarius,2,0.956993511490439,Gt $75000,Age 18-35,Age 34-49,0,3,Protestant,West,3,0
2016,2515,2,27,0,2,High School,White,Male,Mountain,$40000 to 49999,Protestant,Married,High School,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Legal,Aries,2,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,2,0,Protestant,West,1,0
2016,2516,1,27,2,2,Lt High School,White,Female,Mountain,$40000 to 49999,Protestant,Never Married,Lt High School,Lt High School,"Ind,near Rep",Extremely Conservative,Not Too Happy,NA,NA,Leo,NA,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,2,2,Protestant,West,NA,NA
2016,2517,3,48,2,1,High School,White,Male,Mountain,$30000 to 34999,None,Divorced,Bachelor,Bachelor,"Ind,near Rep",Slightly Conservative,Not Too Happy,1 Partner,Legal,Virgo,1,0.4784967557452195,Gt $30000,Age 45-55,Age 34-49,1,2,None,West,1,1
2016,2518,2,30,0,1,High School,White,Male,Mountain,$50000 to 59999,None,Separated,High School,High School,Not Str Republican,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,NA,1.5643633629752385,Gt $50000,Age 18-35,Age 18-34,1,0,None,West,1,NA
2016,2519,3,34,2,2,Junior College,White,Female,Mountain,$35000 to 39999,None,Separated,High School,Lt High School,"Ind,near Rep",Moderate,Not Too Happy,1 Partner,Legal,Pisces,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,2,2,None,West,1,NA
2016,2520,1,36,3,5,Junior College,White,Female,Mountain,$50000 to 59999,Catholic,Married,High School,Lt High School,Not Str Democrat,Slightly Conservative,Pretty Happy,NA,NA,Libra,NA,0.956993511490439,Gt $50000,Age 35-45,Age 34-49,5,3,Catholic,West,NA,NA
2016,2521,3,29,1,5,High School,White,Female,Mountain,$35000 to 39999,Protestant,Married,High School,Junior College,Independent,NA,Pretty Happy,1 Partner,Legal,Virgo,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,5,1,Protestant,West,1,NA
2016,2522,2,25,3,6,High School,White,Female,Mountain,$40000 to 49999,None,Married,Bachelor,Junior College,Independent,Moderate,Very Happy,1 Partner,Not Legal,Aquarius,NA,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,6+,3,None,West,1,NA
2016,2523,1,67,2,2,Junior College,White,Male,Mountain,$60000 to 74999,Catholic,Married,NA,Lt High School,"Ind,near Rep",Conservative,Pretty Happy,NA,NA,Aquarius,2,0.956993511490439,Gt $60000,Age 65+,Age 62+,2,2,Catholic,West,NA,0
2016,2524,3,33,2,2,High School,White,Female,Mountain,$60000 to 74999,Protestant,Married,High School,Junior College,Not Str Democrat,Moderate,Very Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,2,2,Protestant,West,1,NA
2016,2525,1,50,4,3,High School,White,Female,Mountain,$75000 to $89999,Protestant,Married,Junior College,High School,Not Str Republican,Moderate,Pretty Happy,NA,NA,Gemini,NA,1.4354902672356584,Gt $75000,Age 45-55,Age 49-62,3,4+,Protestant,West,NA,NA
2016,2526,2,23,1,3,High School,White,Female,Mountain,$60000 to 74999,Protestant,Married,Bachelor,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,NA,Cancer,NA,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,3,1,Protestant,West,1,NA
2016,2527,1,35,2,7,High School,Black,Male,Mountain,$60000 to 74999,Protestant,Married,High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Virgo,NA,0.956993511490439,Gt $60000,Age 18-35,Age 34-49,6+,2,Protestant,West,NA,NA
2016,2528,3,28,4,5,High School,White,Male,Mountain,$50000 to 59999,Protestant,Married,High School,High School,Not Str Republican,Slightly Conservative,Pretty Happy,1 Partner,Legal,Gemini,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,5,4+,Protestant,West,1,NA
